"","name","summary","doi","language","release_date","docs","tutorials","license","stars","source","Category","Citation_Count","apa_citation","author"
"324","CompareM2","🦠🧬🧑‍💻📇 Microbial genomes-to-report pipeline",NA,"Python",2019-12-10 19:46:41,"https://github.com/cmkobel/CompareM2",NA,NA,59,"GitHub","Specialized analysis",NA,NA,"cmkobel"
"325","bactmap","A mapping-based pipeline for creating a phylogeny from bacterial whole genome sequences",NA,"Nextflow",2019-06-09 11:11:37,"https://github.com/nf-core/bactmap",NA,NA,58,"GitHub","Sequence Analysis",NA,NA,"nf-core"
"326","Tome","A machine learning model for the prediction of optimal growth temperature of microorganisms and enzyme catalytic optima",NA,"Python",2018-10-29 13:57:35,"https://github.com/EngqvistLab/Tome",NA,NA,57,"GitHub","Specialized analysis",NA,NA,"EngqvistLab"
"327","awesome-phages","A curated list of phage related software and computational resources for phage scientists, bioinformaticians and enthusiasts.",NA,NA,2021-07-21 20:44:59,"https://github.com/voorloopnul/awesome-phages",NA,NA,50,"GitHub","Specialized analysis",NA,NA,"voorloopnul"
"328","seer","sequence element (kmer) enrichment analysis",NA,"C++",2015-03-01 12:53:07,"https://github.com/johnlees/seer",NA,NA,44,"GitHub","Sequence Analysis",NA,NA,"johnlees"
"329","plsdb","PLSDB pipeline to collect bacterial plasmids from NCBI",NA,"Python",2018-06-22 05:50:23,"https://github.com/CCB-SB/plsdb",NA,NA,38,"GitHub","Specialized analysis",NA,NA,"CCB-SB"
"330","MiniPhy","Phylogenetic compression of extremely large genome collections [661k ↘𝟭𝟲𝗚𝗶𝗕 | BIGSIdata ↘𝟰𝟴𝗚𝗶𝗕 | AllTheBact'23 ↘𝟳𝟱𝗚𝗶𝗕]",NA,"Python",2021-07-23 16:03:18,"https://github.com/karel-brinda/MiniPhy",NA,NA,37,"GitHub","Phylogenetic and evolutionary analysis",NA,NA,"karel-brinda"
"331","Phylign","Alignment against all pre-2019 bacteria on laptops within a few hours (former MOF-Search)",NA,"Python",2021-12-16 05:36:22,"https://github.com/karel-brinda/Phylign",NA,NA,36,"GitHub","Specialized analysis",NA,NA,"karel-brinda"
"332","prophyle","Accurate, resource-frugal and deterministic DNA sequence classifier.",NA,"Python",2016-01-05 16:03:04,"https://github.com/prophyle/prophyle",NA,NA,36,"GitHub","Sequence Analysis",NA,NA,"prophyle"
"333","phastaf","Identify phage regions in bacterial genomes for masking purposes",NA,"Perl",2019-05-17 01:37:17,"https://github.com/tseemann/phastaf",NA,NA,34,"GitHub","Specialized analysis",NA,NA,"tseemann"
"334","protozoa","A simulation of protozoan behavior and evolution",NA,"Go",2017-02-04 14:30:13,"https://github.com/Zebbeni/protozoa",NA,NA,33,"GitHub","Phylogenetic and evolutionary analysis",NA,NA,"Zebbeni"
"335","socru","Order and orientation of complete bacterial genomes",NA,"Python",2019-01-07 15:50:52,"https://github.com/quadram-institute-bioscience/socru",NA,NA,28,"GitHub","Specialized analysis",NA,NA,"quadram-institute-bioscience"
"336","viGEN","viGEN - A bioinformatics pipeline for the exploration of viral RNA in human NGS data",NA,"Shell",2016-09-20 15:48:44,"https://github.com/ICBI/viGEN",NA,NA,27,"GitHub","Specialized analysis",NA,NA,"ICBI"
"337","PathogenTrack","A pipeline to identify pathogenic microorganisms from scRNA-seq raw data.",NA,"Python",2020-09-01 08:56:14,"https://github.com/ncrna/PathogenTrack",NA,NA,27,"GitHub","Specialized analysis",NA,NA,"ncrna"
"338","rMAP","Bacterial analysis toolbox for full ESKAPE pathogen characterization and profiling the resistome, mobilome, virulome & phylogenomics using WGS",NA,"Shell",2020-08-20 15:35:29,"https://github.com/GunzIvan28/rMAP",NA,NA,24,"GitHub","Phylogenetic and evolutionary analysis",NA,NA,"GunzIvan28"
"339","sixess","🔬🐛 Rapid 16s rRNA identification from isolate FASTQ files",NA,"Shell",2017-01-26 02:34:42,"https://github.com/tseemann/sixess",NA,NA,24,"GitHub","Specialized analysis",NA,NA,"tseemann"
"340","tadrep","Targeted Detection and Reconstruction of Plasmids",NA,"Python",2022-05-18 10:42:55,"https://github.com/oschwengers/tadrep",NA,NA,21,"GitHub","Specialized analysis",NA,NA,"oschwengers"
"341","bacant","This program is designed for annotation of antimicrobal resistance(AMR), transposon(Tn) and integron(In) in bacteria.",NA,"F*",2020-10-21 07:55:00,"https://github.com/xthua/bacant",NA,NA,21,"GitHub","Specialized analysis",NA,NA,"xthua"
"342","BACTpipe","BACTpipe: An assembly and annotation pipeline for bacterial genomics",NA,"Groovy",2017-02-27 15:34:31,"https://github.com/KThorellGroup/BACTpipe",NA,NA,20,"GitHub","Specialized analysis",NA,NA,"KThorellGroup"
"343","NanoVarBench","Evaluating Nanopore-based bacterial variant calling",NA,"Python",2023-12-19 01:41:31,"https://github.com/mbhall88/NanoVarBench",NA,NA,19,"GitHub","Specialized analysis",NA,NA,"mbhall88"
"344","mikrokondo","A simple pipeline for bacterial assembly and quality control",NA,"Nextflow",2023-10-12 14:56:13,"https://github.com/phac-nml/mikrokondo",NA,NA,17,"GitHub","Specialized analysis",NA,NA,"phac-nml"
"345","Amira","A tool to detect acquired AMR genes directly from long read sequencing data.",NA,"Python",2022-12-01 13:40:28,"https://github.com/Danderson123/Amira",NA,NA,16,"GitHub","Specialized analysis",NA,NA,"Danderson123"
"346","DEMENTpy","A spatially explicit trait- and individual-based microbial systems modelling framework",NA,"Python",2019-10-25 04:03:13,"https://github.com/DEMENT-Model/DEMENTpy",NA,NA,14,"GitHub","Specialized analysis",NA,NA,"DEMENT-Model"
"347","DDotCounter","Simple counting of bacterial colonies from pictures of plates.",NA,"Processing",2019-05-17 15:51:34,"https://github.com/microbialman/DDotCounter",NA,NA,13,"GitHub","Specialized analysis",NA,NA,"microbialman"
"348","bactaxR","Bacterial taxonomy construction and evaluation in R",NA,"R",2019-10-03 15:20:36,"https://github.com/lmc297/bactaxR",NA,NA,13,"GitHub","Specialized analysis",NA,NA,"lmc297"
"349","biotracker","Particle detection and tracking  -  A microswimmer tracker with automatic quantification of change  of directions. More info and services: veronica.marconi@unc.edu.ar",NA,"Python",2021-02-02 17:42:50,"https://github.com/vimarconi/biotracker",NA,NA,12,"GitHub","Specialized analysis",NA,NA,"vimarconi"
"350","bacteria-detection","Deep Learning-Based Object Detection and Bacteria Morphological Feature Extraction for Antimicrobial Resistance Applications",NA,"Python",2022-10-27 06:21:43,"https://github.com/biodatlab/bacteria-detection",NA,NA,12,"GitHub","Specialized analysis",NA,NA,"biodatlab"
"351","BacDiveR","Inofficial R client for the DSMZ's Bacterial Diversity Metadatabase (former contact: @katrinleinweber). https://api.bacdive.dsmz.de/client_examples seems to be the official alternatives.",NA,"R",2017-12-14 13:26:13,"https://github.com/TIBHannover/BacDiveR",NA,NA,12,"GitHub","Specialized analysis",NA,NA,"TIBHannover"
"352","panspace","Embedding-based indexing for compact storage, rapid querying, and curation of bacterial pan-genomes",NA,"Jupyter Notebook",2022-10-24 18:10:18,"https://github.com/pg-space/panspace",NA,NA,11,"GitHub","Specialized analysis",NA,NA,"pg-space"
"353","BactSeq","A nextflow pipeline for performing bacterial RNA-Seq data analysis.",NA,"Nextflow",2022-01-19 07:55:27,"https://github.com/adamd3/BactSeq",NA,NA,10,"GitHub","Specialized analysis",NA,NA,"adamd3"
"354","multi-bacpipe","A convenient pipeline for processing of multi-strain bacterial RNA-Seq experiments",NA,"Perl",2018-02-20 17:36:43,"https://github.com/apredeus/multi-bacpipe",NA,NA,10,"GitHub","Specialized analysis",NA,NA,"apredeus"
"355","genome-scale-models","Genome scale metabolic models in SBML format",NA,"HTML",2020-01-29 21:32:51,"https://github.com/m-jahn/genome-scale-models",NA,NA,10,"GitHub","Specialized analysis",NA,NA,"m-jahn"
"356","BEAST","Bacterial Epigenomics Analysis SuiTe",NA,"R",2019-10-10 12:36:57,"https://github.com/fanglab/BEAST",NA,NA,9,"GitHub","Specialized analysis",NA,NA,"fanglab"
"357","YSMR","Bacterial video tracking & analysis",NA,"Python",2019-05-29 06:56:15,"https://github.com/schwanbeck/YSMR",NA,NA,9,"GitHub","Specialized analysis",NA,NA,"schwanbeck"
"358","CTCB","This is the repository for the CTCB project",NA,"Jupyter Notebook",2024-01-16 23:54:05,"https://github.com/iman2693/CTCB",NA,NA,9,"GitHub","Specialized analysis",NA,NA,"iman2693"
"359","decontaminer","DecontaMiner is a tool designed and developed to investigate the presence of contaminating sequences in unmapped NGS data. It can suggest the presence of contaminating organisms in sequenced samples, that might derive either from laboratory contamination or from their biological source, and in both cases can be considered as worthy of further investigation and experimental validation. The novelty of DecontaMiner is mainly represented by its easy integration with the standard procedures of NGS data analysis, while providing a complete, reliable, and automatic pipeline.   https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2684-x",NA,"Perl",2020-04-09 05:53:24,"https://github.com/amarinderthind/decontaminer",NA,NA,9,"GitHub","Sequence Analysis",NA,NA,"amarinderthind"
"360","db.rna16s","A comprehensive, compact, and automatically curated 16S database",NA,"Scala",2016-03-27 17:42:39,"https://github.com/ohnosequences/db.rna16s",NA,NA,8,"GitHub","Specialized analysis",NA,NA,"ohnosequences"
"361","assembleBAC-ONT","avantonder/assembleBAC-ONT is a bioinformatics pipeline that de novo assembles and annotates Oxford Nanopore (ONT) long-read sequence data.",NA,"Nextflow",2023-08-21 14:53:51,"https://github.com/avantonder/assembleBAC-ONT",NA,NA,8,"GitHub","Sequence Analysis",NA,NA,"avantonder"
"362","Artificial-Chemotaxis-in-Dynamic-Environments","Artificial agents developing chemotaxis using probabilistic spiking perceptrons",NA,"C#",2019-01-16 17:29:16,"https://github.com/JakobStenseke/Artificial-Chemotaxis-in-Dynamic-Environments",NA,NA,7,"GitHub","Specialized analysis",NA,NA,"JakobStenseke"
"363","baargin","Bacterial Assembly and Antimicrobial Resistance Genes In NextFlow",NA,"Nextflow",2022-04-11 12:04:49,"https://github.com/jhayer/baargin",NA,NA,7,"GitHub","Specialized analysis",NA,NA,"jhayer"
"364","ConSpeciFix","A process to better define speciation",NA,"Python",2017-04-05 20:37:14,"https://github.com/Bobay-Ochman/ConSpeciFix",NA,NA,7,"GitHub","Specialized analysis",NA,NA,"Bobay-Ochman"
"365","prfect","Software to predict the occurence of programmed ribosomal frameshifting in bacterial, phage, and viral genomes",NA,"Python",2022-02-15 21:28:07,"https://github.com/deprekate/prfect",NA,NA,7,"GitHub","Specialized analysis",NA,NA,"deprekate"
"366","cells-diffusion","Diffusion model for synthetic microscopy data generation",NA,"Python",2025-01-29 17:39:58,"https://github.com/owen24819/cells-diffusion",NA,NA,6,"GitHub","Specialized analysis",NA,NA,"owen24819"
"367","snpkit","Modular workflow for Microbial Variant Calling and SNP diagnostics.",NA,"Python",2017-11-28 19:21:52,"https://github.com/alipirani88/snpkit",NA,NA,6,"GitHub","Specialized analysis",NA,NA,"alipirani88"
"368","Bacteria-Neural-Network","Neural Net Bacteria - Creating bacterial colonies that will learn to play Pong, Go, DOOM, and encode/decode signals",NA,NA,2023-07-27 15:40:39,"https://github.com/Unlimited-Research-Cooperative/Bacteria-Neural-Network",NA,NA,6,"GitHub","Specialized analysis",NA,NA,"Unlimited-Research-Cooperative"
"369","vsearch","Versatile open-source tool for microbiome analysis","""10.7717/peerj.2584""
  journal: ""Peer Journal""
  day: 18
  month: 10
","C++",2014-05-16 07:36:59,"https://github.com/torognes/vsearch",NA,NA,712,"GitHub","Metagenomics and community analysis",NA,NA,"torognes"
"370","dada2","Accurate sample inference from amplicon data with single nucleotide resolution",NA,"R",2014-12-17 00:53:58,"https://github.com/benjjneb/dada2",NA,NA,515,"GitHub","Specialized analysis",NA,NA,"benjjneb"
"371","DRAM","Distilled and Refined Annotation of Metabolism: A tool for the annotation and curation of function for microbial and viral genomes",NA,"Python",2019-02-11 22:48:25,"https://github.com/WrightonLabCSU/DRAM",NA,NA,289,"GitHub","Specialized analysis",NA,NA,"WrightonLabCSU"
"372","qiime","Official QIIME 1 software repository. QIIME 2 (https://qiime2.org) has succeeded QIIME 1 as of January 2018.",NA,"Python",2012-10-14 02:51:46,"https://github.com/biocore/qiime",NA,NA,286,"GitHub","Metagenomics and community analysis",NA,NA,"biocore"
"373","metaGEM",":gem: An easy-to-use workflow for generating context specific genome-scale metabolic models and predicting metabolic interactions within microbial communities directly from metagenomic data",NA,"Python",2018-06-14 15:26:05,"https://github.com/franciscozorrilla/metaGEM",NA,NA,245,"GitHub","Metagenomics and community analysis",NA,NA,"franciscozorrilla"
"374","ampliseq","Amplicon sequencing analysis workflow using DADA2 and QIIME2",NA,"Nextflow",2018-09-26 15:24:54,"https://github.com/nf-core/ampliseq",NA,NA,212,"GitHub","Metagenomics and community analysis",NA,NA,"nf-core"
"375","microbiomeMarker","R package for microbiome biomarker discovery",NA,"R",2019-10-17 07:40:05,"https://github.com/yiluheihei/microbiomeMarker",NA,NA,186,"GitHub","Metagenomics and community analysis",NA,NA,"yiluheihei"
"376","taxprofiler","Highly parallelised multi-taxonomic profiling of shotgun short- and long-read metagenomic data",NA,"Nextflow",2022-02-18 06:56:10,"https://github.com/nf-core/taxprofiler",NA,NA,160,"GitHub","Metagenomics and community analysis",NA,NA,"nf-core"
"377","singlem","Novelty-inclusive microbial (and now dsDNA phage) community profiling of shotgun metagenomes","10.1101/2024.01.30.578060
date-relea","Python",2015-05-28 13:05:43,"https://github.com/wwood/singlem",NA,NA,159,"GitHub","Specialized analysis",NA,NA,"wwood"
"378","HumanMicrobiome","Human Microbiome wiki",NA,NA,2019-05-18 18:48:20,"https://github.com/MaximilianKohler/HumanMicrobiome",NA,NA,156,"GitHub","Metagenomics and community analysis",NA,NA,"MaximilianKohler"
"379","pandora","PANDORA :computer:",NA,"Vue",2018-07-03 16:58:25,"https://github.com/genular/pandora",NA,NA,136,"GitHub","Specialized analysis",NA,NA,"genular"
"380","swarm","A robust and fast clustering method for amplicon-based studies","""10.1093/bioinformatic","C++",2012-11-10 12:13:18,"https://github.com/torognes/swarm",NA,NA,135,"GitHub","Specialized analysis",NA,NA,"torognes"
"381","qiita","Qiita - A multi-omics databasing effort",NA,"Python",2013-09-26 18:50:43,"https://github.com/qiita-spots/qiita",NA,NA,127,"GitHub","Specialized analysis",NA,NA,"qiita-spots"
"382","Kun-peng","Kun-peng: an ultra-fast, low-memory footprint and accurate taxonomy classifier for all","""10.1101/2024.12.19.629356""
  journal: ""bioRxiv""
  url: ""http","Rust",2024-01-02 12:28:10,"https://github.com/eric9n/Kun-peng",NA,NA,125,"GitHub","Specialized analysis",NA,NA,"eric9n"
"383","MicrobiomeBestPracticeReview","Current Challenges and Best Practice Protocols for Microbiome Analysis using Amplicon and Metagenomic Sequencing",NA,"Shell",2018-11-16 22:31:16,"https://github.com/grimmlab/MicrobiomeBestPracticeReview",NA,NA,119,"GitHub","Metagenomics and community analysis",NA,NA,"grimmlab"
"384","microViz","R package for microbiome data visualization and statistics. Uses phyloseq, vegan and the tidyverse. Docker image available.",NA,"R",2020-10-25 14:41:55,"https://github.com/david-barnett/microViz",NA,NA,116,"GitHub","Visualization Tools",NA,NA,"david-barnett"
"385","sccomp","Mixed-effect model to test differences in cell type proportions from single-cell data, in R",NA,"R",2021-02-08 10:01:14,"https://github.com/MangiolaLaboratory/sccomp",NA,NA,109,"GitHub","Specialized analysis",NA,NA,"MangiolaLaboratory"
"386","micom","Python package to study microbial communities using metabolic modeling.",NA,"Python",2017-02-14 18:04:11,"https://github.com/micom-dev/micom",NA,NA,104,"GitHub","Specialized analysis",NA,NA,"micom-dev"
"387","OMA","Orchestrating Microbiome Analysis",NA,"TeX",2020-11-02 13:55:00,"https://github.com/microbiome/OMA",NA,NA,100,"GitHub","Metagenomics and community analysis",NA,NA,"microbiome"
"388","ganon","ganon2 classifies genomic sequences against large sets of references efficiently, with integrated download and update of databases (refseq/genbank), taxonomic profiling (ncbi/gtdb), binning and hierarchical classification, customized reporting and more",NA,"Python",2018-08-30 14:15:57,"https://github.com/pirovc/ganon",NA,NA,100,"GitHub","Sequence Analysis",NA,NA,"pirovc"
"389","DeepMicrobes","DeepMicrobes: taxonomic classification for metagenomics with deep learning",NA,"Python",2019-07-03 10:55:09,"https://github.com/MicrobeLab/DeepMicrobes",NA,NA,98,"GitHub","Metagenomics and community analysis",NA,NA,"MicrobeLab"
"390","veba","A modular end-to-end suite for in silico recovery, clustering, and analysis of prokaryotic, microeukaryotic, and viral genomes from metagenomes",NA,"Python",2022-04-20 08:10:10,"https://github.com/jolespin/veba",NA,NA,95,"GitHub","Specialized analysis",NA,NA,"jolespin"
"391","FlashWeave.jl","Inference of microbial interaction networks from large-scale heterogeneous abundance data",NA,"Julia",2017-03-06 12:08:33,"https://github.com/meringlab/FlashWeave.jl",NA,NA,86,"GitHub","Specialized analysis",NA,NA,"meringlab"
"392","gemelli","Gemelli is a tool box for running Robust Aitchison PCA (RPCA), Joint Robust Aitchison PCA (Joint-RPCA), TEMPoral TEnsor Decomposition (TEMPTED), and Compositional Tensor Factorization (CTF) on sparse compositional omics datasets.",NA,"Python",2019-02-14 19:12:35,"https://github.com/biocore/gemelli",NA,NA,85,"GitHub","Specialized analysis",NA,NA,"biocore"
"393","woltka","Woltka: a versatile meta'omic data classifier",NA,"Python",2020-01-20 06:06:23,"https://github.com/qiyunzhu/woltka",NA,NA,75,"GitHub","Specialized analysis",NA,NA,"qiyunzhu"
"394","AncientMetagenomeDir","Repository containing lists of all published ancient metagenomic  (and related)  samples and libraries",NA,"HTML",2020-07-26 04:37:21,"https://github.com/SPAAM-community/AncientMetagenomeDir",NA,NA,74,"GitHub","Metagenomics and community analysis",NA,NA,"SPAAM-community"
"395","microbiomeHD","Cross-disease comparison of case-control gut microbiome studies",NA,"Python",2016-10-20 03:15:56,"https://github.com/cduvallet/microbiomeHD",NA,NA,68,"GitHub","Metagenomics and community analysis",NA,NA,"cduvallet"
"396","microbiomeViz","Visualize microbiome data with black magic ggtree",NA,"R",2018-01-18 15:37:47,"https://github.com/lch14forever/microbiomeViz",NA,NA,68,"GitHub","Visualization Tools",NA,NA,"lch14forever"
"397","ANCOM-Code-Archive","Archive: R functions for Analysis of Composition of Microbiomes (ANCOM). Please check our ANCOMBC R package for the most up-to-date ANCOM function.",NA,"R",2019-08-30 15:16:32,"https://github.com/FrederickHuangLin/ANCOM-Code-Archive",NA,NA,63,"GitHub","Metagenomics and community analysis",NA,NA,"FrederickHuangLin"
"398","hulk","Histosketching Using Little Kmers",NA,"Jupyter Notebook",2018-08-07 15:10:51,"https://github.com/will-rowe/hulk",NA,NA,57,"GitHub","Specialized analysis",NA,NA,"will-rowe"
"399","emperor","Emperor a tool for the analysis and visualization of large microbial ecology datasets",NA,"JavaScript",2013-01-22 18:27:18,"https://github.com/biocore/emperor",NA,NA,55,"GitHub","Visualization Tools",NA,NA,"biocore"
"400","empress","A fast and scalable phylogenetic tree viewer for microbiome data analysis",NA,"JavaScript",2017-11-17 18:25:37,"https://github.com/biocore/empress",NA,NA,54,"GitHub","Phylogenetic and evolutionary analysis",NA,NA,"biocore"
"401","DAtest","Compare different differential abundance and expression methods",NA,"R",2017-06-23 21:27:08,"https://github.com/Russel88/DAtest",NA,NA,51,"GitHub","Specialized analysis",NA,NA,"Russel88"
"402","mmlong2","Bioinformatics pipeline for recovery and analysis of metagenome-assembled genomes",NA,"Python",2022-11-29 15:59:07,"https://github.com/Serka-M/mmlong2",NA,NA,50,"GitHub","Specialized analysis",NA,NA,"Serka-M"
"403","RDPTools","Collection of commonly used RDP Tools for easy building",NA,"Makefile",2013-06-17 16:57:32,"https://github.com/rdpstaff/RDPTools",NA,NA,50,"GitHub","Specialized analysis",NA,NA,"rdpstaff"
"404","Microbiome.jl","For analysis of microbiome and microbial community data",NA,"Julia",2017-08-24 21:44:00,"https://github.com/EcoJulia/Microbiome.jl",NA,NA,48,"GitHub","Metagenomics and community analysis",NA,NA,"EcoJulia"
"405","mitre","The Microbiome Interpretable Temporal Rule Engine",NA,"Python",2017-06-12 14:08:28,"https://github.com/gerberlab/mitre",NA,NA,47,"GitHub","Metagenomics and community analysis",NA,NA,"gerberlab"
"406","redbiom","Sample search by metadata and features",NA,"Python",2017-01-13 00:07:28,"https://github.com/biocore/redbiom",NA,NA,47,"GitHub","Specialized analysis",NA,NA,"biocore"
"407","panphlan","PanPhlAn is a strain-level metagenomic profiling tool for identifying the gene composition of individual strains in metagenomic samples",NA,"Python",2020-02-19 09:34:42,"https://github.com/SegataLab/panphlan",NA,NA,45,"GitHub","Metagenomics and community analysis",NA,NA,"SegataLab"
"408","MicEco","Various functions for analysis of microbial community data",NA,"R",2017-03-01 11:33:11,"https://github.com/Russel88/MicEco",NA,NA,45,"GitHub","Specialized analysis",NA,NA,"Russel88"
"409","Taxor","Fast and space-efficient taxonomic classification of long reads",NA,"C++",2022-01-05 10:33:17,"https://github.com/JensUweUlrich/Taxor",NA,NA,43,"GitHub","Specialized analysis",NA,NA,"JensUweUlrich"
"410","nmdc-schema","National Microbiome Data Collaborative (NMDC) unified data model",NA,"Python",2021-04-03 00:54:27,"https://github.com/microbiomedata/nmdc-schema",NA,NA,43,"GitHub","Metagenomics and community analysis",NA,NA,"microbiomedata"
"411","amptk","AMPtk: Amplicon ToolKit for NGS data (formally UFITS)",NA,"Python",2015-07-15 16:25:56,"https://github.com/nextgenusfs/amptk",NA,NA,38,"GitHub","Specialized analysis",NA,NA,"nextgenusfs"
"412","melonnpan","Model-based Genomically Informed High-dimensional Predictor of Microbial Community Metabolic Profiles",NA,"R",2017-01-25 21:28:06,"https://github.com/biobakery/melonnpan",NA,NA,38,"GitHub","Specialized analysis",NA,NA,"biobakery"
"413","16S-rDNA-V3-V4","16S rDNA V3-V4 amplicon sequencing analysis using dada2, phyloseq, LEfSe, picrust2 and other tools. Demo: https://ycl6.github.io/16S-Demo/",NA,"R",2019-05-31 13:21:31,"https://github.com/ycl6/16S-rDNA-V3-V4",NA,NA,37,"GitHub","Phylogenetic and evolutionary analysis",NA,NA,"ycl6"
"414","microbiomeutilities","The is mostly a wrapper tool using phyloseq and microbiome R packages.",NA,"R",2017-09-20 18:10:49,"https://github.com/microsud/microbiomeutilities",NA,NA,34,"GitHub","Phylogenetic and evolutionary analysis",NA,NA,"microsud"
"415","qurro","Visualize differentially ranked features (taxa, metabolites, ...) and their log-ratios across samples",NA,"JavaScript",2018-11-19 18:14:53,"https://github.com/biocore/qurro",NA,NA,34,"GitHub","Visualization Tools",NA,NA,"biocore"
"416","DMP","Codes and sample data supporting the Dutch Microbiome Project. The preprint is currently available at https://www.biorxiv.org/content/10.1101/2020.11.27.401125v1 and full data can be requested from EGA  (https://ega-archive.org/studies/EGAS00001005027) and Lifelines biobank (https://www.lifelines.nl/researcher)",NA,"HTML",2021-06-17 08:02:17,"https://github.com/GRONINGEN-MICROBIOME-CENTRE/DMP",NA,NA,34,"GitHub","Metagenomics and community analysis",NA,NA,"GRONINGEN-MICROBIOME-CENTRE"
"417","q2-qemistree","Hierarchical orderings for mass spectrometry data. Canonically pronounced ""chemis-tree"".",NA,"Python",2018-08-03 19:18:41,"https://github.com/biocore/q2-qemistree",NA,NA,31,"GitHub","Specialized analysis",NA,NA,"biocore"
"418","fantaxtic","Fantaxtic - Nested Bar Plots for Phyloseq Data",NA,"R",2018-03-21 18:53:03,"https://github.com/gmteunisse/fantaxtic",NA,NA,31,"GitHub","Phylogenetic and evolutionary analysis",NA,NA,"gmteunisse"
"419","MD","Matrix dissimilarity from the differences of Moments and sparsity",NA,"R",2023-11-25 10:54:11,"https://github.com/johon-lituobang/MD",NA,NA,31,"GitHub","Specialized analysis",NA,NA,"johon-lituobang"
"420","amr","AMRFinderPlus - Identify AMR genes and point mutations, and virulence and stress resistance genes in assembled bacterial nucleotide and protein sequence.",NA,"C++",2018-09-28 21:20:22,"https://github.com/ncbi/amr",NA,NA,319,"GitHub","Sequence Analysis",NA,NA,"ncbi"
"421","funcscan","(Meta-)genome screening for functional and natural product gene sequences",NA,"Nextflow",2021-12-13 10:35:54,"https://github.com/nf-core/funcscan",NA,NA,91,"GitHub","Sequence Analysis",NA,NA,"nf-core"
"422","groot","A resistome profiler for Graphing Resistance Out Of meTagenomes",NA,"Go",2018-01-15 12:37:54,"https://github.com/will-rowe/groot",NA,NA,66,"GitHub","Specialized analysis",NA,NA,"will-rowe"
"423","argNorm","ARG normalization by mapping to the ARO ontology.",NA,"Python",2022-05-25 13:29:37,"https://github.com/BigDataBiology/argNorm",NA,NA,58,"GitHub","Specialized analysis",NA,NA,"BigDataBiology"
"424","args_oap","ARGs-OAP: Online Analysis Pipeline for Antibiotic Resistance Genes Detection from Metagenomic Data Using an Integrated Structured ARG Database",NA,"Python",2022-01-12 08:40:08,"https://github.com/xinehc/args_oap",NA,NA,57,"GitHub","Metagenomics and community analysis",NA,NA,"xinehc"
"425","plascad","Plascad is a computationally efficient tool designed for plasmids classification, antibiotic resistance genes (ARGs) annotation and plasmid visualization.",NA,"Python",2020-09-15 11:40:13,"https://github.com/pianpianyouche/plascad",NA,NA,51,"GitHub","Visualization Tools",NA,NA,"pianpianyouche"
"426","arg_ranker",NA,NA,"Python",2018-11-13 02:52:58,"https://github.com/caozhichongchong/arg_ranker",NA,NA,33,"GitHub","Specialized analysis",NA,NA,"caozhichongchong"
"427","pathogenie","Desktop tool for microbial genome annotation and gene detection",NA,"Jupyter Notebook",2019-12-05 20:58:35,"https://github.com/dmnfarrell/pathogenie",NA,NA,12,"GitHub","Specialized analysis",NA,NA,"dmnfarrell"
"428","Kinbiont.jl","Ecosystem of numerical methods for microbial kinetics data analysis, from preprocessing to result interpretation.",NA,"Jupyter Notebook",2023-12-15 16:19:07,"https://github.com/pinheiroGroup/Kinbiont.jl",NA,NA,12,"GitHub","Specialized analysis",NA,NA,"pinheiroGroup"
"429","ARGminer","Curation of Antibiotic Resistance Genes by using crowdsourcing",NA,"CSS",2017-07-03 20:35:35,"https://github.com/gaarangoa/ARGminer",NA,NA,9,"GitHub","Specialized analysis",NA,NA,"gaarangoa"
"430","patric_tools","Python package to interact with the PATRIC database (https://www.patricbrc.org)",NA,"Jupyter Notebook",2016-10-13 16:05:15,"https://github.com/aldro61/patric_tools",NA,NA,9,"GitHub","Specialized analysis",NA,NA,"aldro61"
"431","argo","Argo: species-resolved profiling of antibiotic resistance genes in complex metagenomes through long-read overlapping",NA,"Python",2024-06-30 06:11:04,"https://github.com/xinehc/argo",NA,NA,9,"GitHub","Specialized analysis",NA,NA,"xinehc"
"432","PRAWNS","PRAWNS: A fast and scalable bioinformatics tool that generates an efficient pan-genome representation of closely related whole genomes to provide a concise list of genomic features",NA,"C++",2020-08-13 23:54:45,"https://github.com/KiranJavkar/PRAWNS",NA,NA,7,"GitHub","Specialized analysis",NA,NA,"KiranJavkar"
"433","Antibiotics_Chemprop","Antibiotic discovery using graph deep learning, with Chemprop.",NA,"Python",2022-02-22 21:51:24,"https://github.com/KarolinaGustavsson/Antibiotics_Chemprop",NA,NA,6,"GitHub","Specialized analysis",NA,NA,"KarolinaGustavsson"
"434","ExtrARG","Extract discriminatory ARGs from metagenomics samples",NA,"Python",2018-06-11 15:35:06,"https://github.com/gaarangoa/ExtrARG",NA,NA,6,"GitHub","Metagenomics and community analysis",NA,NA,"gaarangoa"
"435","AbxRxPro","Visualise your isolate's antibiotic resistance profile",NA,"Python",2020-12-04 15:18:41,"https://github.com/CaileanCarter/AbxRxPro",NA,NA,4,"GitHub","Visualization Tools",NA,NA,"CaileanCarter"
"436","kover2_paper","Interpretable genotype-to-phenotype models with rule-based classifiers",NA,"Python",2018-07-13 11:36:45,"https://github.com/aldro61/kover2_paper",NA,NA,4,"GitHub","Specialized analysis",NA,NA,"aldro61"
