name,author,summary,doi,citation,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count,readme_has_tags
Signature-SNVs,garudlab,Signature-SNVs a method for selecting signature SNVs from metagenomic data for input into FEAST for source tracking. ,NA,NA,NA,R,2023-01-09T08:08:10Z,https://github.com/garudlab/Signature-SNVs,NA,NA,6,GitHub,Metagenomics and community analysis,NA,TRUE
mglex,fungs,MGLEX – A Python Package for Probabilistic Modeling and Binning of Metagenomes,NA,NA,NA,Python,2016-11-21T15:20:22Z,https://github.com/fungs/mglex,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
carrierseq,amojarro,a sequence analysis workflow for low-input nanopore sequencing,NA,NA,NA,Shell,2017-05-31T15:11:18Z,https://github.com/amojarro/carrierseq,NA,NA,6,GitHub,Sequence Analysis,NA,TRUE
komb,treangenlab,KOMB is a tool for fast identification of unitigs of interest in metagenomes. KOMB introduces the concept of a Hybrid Unitig Graph (an extension to compacted de Bruijn graphs) and relies on k-core and K-truss decomposition algorithms.,NA,NA,NA,C++,2023-04-24T15:58:20Z,https://github.com/treangenlab/komb,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
Pipeline-Holoruminant-Meta,fischuu,Easy to use Snakemake metagenomic pipeline that covers a) read-based analysis b) contig based analysis and c) MAG assembly and annotation using a broad set of ready to use and included public databases and annotators,NA,NA,NA,HTML,2024-05-15T12:06:30Z,https://github.com/fischuu/Pipeline-Holoruminant-Meta,NA,NA,6,GitHub,Metagenomics and community analysis,NA,TRUE
GMGC-mapper,BigDataBiology,NA,NA,NA,NA,Python,2020-05-12T15:36:16Z,https://github.com/BigDataBiology/GMGC-mapper,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
VirusTaxo,omics-lab,VirusTaxo: Taxonomic classification of viruses from the genome sequence using k-mer enrichment,NA,NA,NA,Python,2022-01-22T13:02:12Z,https://github.com/omics-lab/VirusTaxo,NA,NA,6,GitHub,Sequence Analysis,NA,TRUE
samovar,ctlab,Algorithms package for generating model metagenomes with specified properties,NA,NA,NA,Python,2024-01-11T13:02:31Z,https://github.com/ctlab/samovar,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
HPRU_Metagenomics,uhkniazi,Import and process results from a metagenomics output e.g. metaphlan2,NA,NA,NA,R,2016-06-30T12:38:34Z,https://github.com/uhkniazi/HPRU_Metagenomics,NA,NA,6,GitHub,Metagenomics and community analysis,NA,TRUE
stamps-tutorial,ekmolloy,Metagenomic Analysis using Phylogeny-Aware Profiles Tutorial,NA,NA,NA,Python,2017-08-06T00:31:27Z,https://github.com/ekmolloy/stamps-tutorial,NA,NA,6,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
Jenior_Metatranscriptomics_mSphere_2018,SchlossLab,"Repository associated with Jenior ML, et al. (2018). mSphere.",NA,NA,NA,R,2016-06-17T12:30:25Z,https://github.com/SchlossLab/Jenior_Metatranscriptomics_mSphere_2018,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
ESKRIM,metagenopolis,ESKRIM is a reference-free tool that compares microbial richness in shotgun metagenomic samples by counting k-mers,NA,NA,NA,Python,2024-07-23T12:22:35Z,https://github.com/metagenopolis/ESKRIM,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
metamorph,OpenOmics,Metagenomics and Metatranscriptomics pipeline,NA,NA,NA,Python,2022-02-18T15:36:36Z,https://github.com/OpenOmics/metamorph,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
MetaComp,seninp-bioinfo,Toolkit for comparative metagenomics in EDGE,NA,NA,NA,R,2016-03-28T19:40:29Z,https://github.com/seninp-bioinfo/MetaComp,NA,NA,5,GitHub,Comparative genomics,NA,TRUE
Alice-asm,RolandFaure,Fast and haplotype-aware assembler,NA,NA,NA,C++,2023-12-21T10:06:55Z,https://github.com/RolandFaure/Alice-asm,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
mgnify-web,EBI-Metagenomics,Parent repo for MGnify's (EMBL-EBI's metagenomics platform) API and web client. Designed for local development.,NA,NA,NA,Python,2021-05-27T11:03:59Z,https://github.com/EBI-Metagenomics/mgnify-web,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
nf-core-phiflow,icaromsc,NA,NA,NA,NA,Nextflow,2023-06-29T15:09:07Z,https://github.com/icaromsc/nf-core-phiflow,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
gracken,jonasoh,Create phylogenetic trees from Bracken/Kraken2 reports,NA,NA,NA,Python,2025-02-05T16:43:48Z,https://github.com/jonasoh/gracken,NA,NA,5,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
monica,DrQuestion,MinION Open-source Nucleotide Identifier for Continuous Analysis -  Software for MinION sequencing quantitative metagenomic analysis in real time ,NA,NA,NA,Python,2019-03-19T15:02:36Z,https://github.com/DrQuestion/monica,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
Physalia_EnvMetagenomics_2023,karkman,"Environmental metagenomics, Spring 2023, Physalia Courses",NA,NA,NA,NA,2023-04-04T07:19:55Z,https://github.com/karkman/Physalia_EnvMetagenomics_2023,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
BeringSea_shotgun_sequencing,ZimmermannHH,Scripts for the compositional analysis of metagenomic shotgun sequencing data calssified by kraken2,NA,NA,NA,R,2022-12-23T17:52:28Z,https://github.com/ZimmermannHH/BeringSea_shotgun_sequencing,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
mTAGs,SushiLab,NA,NA,NA,NA,Python,2020-06-29T08:16:13Z,https://github.com/SushiLab/mTAGs,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
AIH_metagenome,philippmuench,code to reproduce AIH results,NA,NA,NA,R,2017-04-19T13:36:37Z,https://github.com/philippmuench/AIH_metagenome,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
MICOS-2024,LessUp,"""猛犸杯""-宏基因组分析流程",NA,NA,NA,R,2024-07-18T03:21:07Z,https://github.com/LessUp/MICOS-2024,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
Hijacking_Sourmash,Glfrey,"Scripts, information and data for publication in APPS. ",NA,NA,NA,Python,2023-02-11T21:26:30Z,https://github.com/Glfrey/Hijacking_Sourmash,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
metacache-mpi,jmabuin,MetaCache-MPI is a software tool that allows to use the metagenomics minhashing algorithm from metacache by means of a High Performance Computing environment by using the MPI library.,NA,NA,NA,C++,2019-10-14T08:40:01Z,https://github.com/jmabuin/metacache-mpi,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
ISD,GenomicsStandardsConsortium,"This repository contains scripts for the analysis of the Island Sampling Day of Crete 2016, a project of the soil microbiome.",NA,NA,NA,R,2019-10-09T09:34:34Z,https://github.com/GenomicsStandardsConsortium/ISD,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
MAG_pipeline,patriciatran,🐍 🧬 Turning my metagenomic MAG (metagenome-assembled genome) pipeline into a snakemake pipeline for increased reproducibility and scalability.,"TBD
date-relea",NA,NA,Python,2023-03-30T21:32:18Z,https://github.com/patriciatran/MAG_pipeline,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
JMDplots,jedick,Plots from papers by Jeffrey M. Dick,NA,NA,NA,R,2019-09-29T04:07:06Z,https://github.com/jedick/JMDplots,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
Automappa,evanroyrees,An interactive interface for exploration of highly complex metagenomes,NA,NA,NA,Python,2020-11-06T18:52:14Z,https://github.com/evanroyrees/Automappa,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
drax,will-rowe,A pipeline for Detecting Resistome Associated taXa,NA,NA,NA,Groovy,2018-03-05T12:09:37Z,https://github.com/will-rowe/drax,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
LongReads,amyrold,LongReads is a pipeline that compares intra and inter-genomic variation of the 16S region in bacterial species,NA,NA,NA,Python,2023-03-17T20:01:35Z,https://github.com/amyrold/LongReads,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
MicroWineBar,klincke,MicroWineBar is a graphical tool for analysing metagenomic sequencing samples,NA,NA,NA,Python,2018-07-19T08:23:16Z,https://github.com/klincke/MicroWineBar,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
PhageScanner,Dreycey,A reconfigurable machine learning pipeline for labeling ORFs/proteins in bacteriophage genomes and metagenomic data.,NA,NA,NA,Jupyter Notebook,2023-06-25T07:32:08Z,https://github.com/Dreycey/PhageScanner,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomics-R,carpentries-lab,Introduction to R for Metagenomics,"10.5281/zenodo.8306876
me",NA,NA,Python,2020-11-23T04:55:21Z,https://github.com/carpentries-lab/metagenomics-R,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
blacklister,colindaven,Improve your metagenomic reference sequence: Simple adapter and contamination FASTA masking using bowtie2 and bedtools,NA,NA,NA,Shell,2020-05-18T14:53:42Z,https://github.com/colindaven/blacklister,NA,NA,4,GitHub,Sequence Analysis,NA,TRUE
ngomicswf,weizhongli,A workflow tool to automatically run a bioinformatic pipeline,NA,NA,NA,Perl,2016-10-26T17:53:33Z,https://github.com/weizhongli/ngomicswf,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
MicW2Graph,Multiomics-Analytics-Group,A knowledge graph of the wastewater treatment microbiome and its biological context,NA,NA,NA,HTML,2024-05-28T09:13:36Z,https://github.com/Multiomics-Analytics-Group/MicW2Graph,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
MICB405-Metagenomics,cmorganl,"A metagenome annotation workflow for UBC's Microbiology 405 course, Bioinformatics",NA,NA,NA,HTML,2017-11-10T20:28:59Z,https://github.com/cmorganl/MICB405-Metagenomics,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
Benchmark_Integration_Metagenomics_Metabolomics,lmangnier,"This repo is related to our benchmark entitled: ""Decoding the microbiome-metabolome Nexus: A Systematic Benchmark of Integrative Strategies"". We provide code to integrate metagenomics and metabolomics data to answer a variety of questions: such as global associations, data summarization, individual associations and feature selection.",NA,NA,NA,R,2024-01-12T20:40:41Z,https://github.com/lmangnier/Benchmark_Integration_Metagenomics_Metabolomics,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
lakepulse_mags,rebeccagarner,"Scripts associated with the article ""A genome catalogue of lake bacterial diversity and its drivers at continental scale""",NA,NA,NA,NA,2022-09-21T15:31:11Z,https://github.com/rebeccagarner/lakepulse_mags,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
MetaCacheSpark,jmabuin,Precise taxomomic classification system for metagenomic read mapping by using Apache Spark,NA,NA,NA,Java,2017-08-25T08:56:40Z,https://github.com/jmabuin/MetaCacheSpark,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
Geomosaic,giovannellilab,"A flexible metagenomic pipeline combining read-based, assemblies and MAGs with downstream analysis",NA,NA,NA,Python,2023-02-17T14:22:06Z,https://github.com/giovannellilab/Geomosaic,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
pHash,haradama,Software to identify known plasmid sequence from metagenomic assembly using Minhash,NA,NA,NA,Go,2018-12-06T00:45:23Z,https://github.com/haradama/pHash,NA,NA,3,GitHub,Sequence Analysis,NA,TRUE
q2-rgi,bokulich-lab,This is a QIIME2 plugin that annotates sequence data with antimicrobial resistance gene information from CARD.,NA,NA,NA,Python,2023-03-28T13:18:08Z,https://github.com/bokulich-lab/q2-rgi,NA,NA,3,GitHub,Sequence Analysis,NA,TRUE
quantify-virome,hivlab,quantify-virome: identify and quantify viruses from metagenomic shotgun sequences,NA,NA,NA,Python,2018-03-06T10:56:19Z,https://github.com/hivlab/quantify-virome,NA,NA,3,GitHub,Sequence Analysis,NA,TRUE
MEx-IPA,jfy133,Interactive results viewer for maltExtract ,NA,NA,NA,R,2017-12-19T21:09:40Z,https://github.com/jfy133/MEx-IPA,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
dsp_nf-metagenomics,biosustain,Shotgun metagenomics pipeline to process microbiome samples,NA,NA,NA,Shell,2023-11-06T09:16:49Z,https://github.com/biosustain/dsp_nf-metagenomics,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomics-shell,carpentries-lab,Introduction to the Command Line for Metagenomics,"10.5281/zenodo.8306876
me",NA,NA,Python,2021-03-04T16:59:41Z,https://github.com/carpentries-lab/metagenomics-shell,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
ENA-submission-in-R,robiwangriff,R functions and workflow for submitting amplicon sequence data to the ENA.,NA,NA,NA,R,2021-05-06T11:47:20Z,https://github.com/robiwangriff/ENA-submission-in-R,NA,NA,3,GitHub,Sequence Analysis,NA,TRUE
mg7,ohnosequences,Configurable and scalable 16S metagenomics data analysis,NA,NA,NA,Scala,2015-09-25T14:51:25Z,https://github.com/ohnosequences/mg7,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
metaLAS,SeanChenHCY,Workflow for Metagenomics assembly with Long reads And Short reads to recover prokaryotic metagenomics-assembled genomes.,NA,NA,NA,Python,2021-06-17T04:41:17Z,https://github.com/SeanChenHCY/metaLAS,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
Metaviz,epiviz,Metaviz is an interactive visualization tool for metagenomic data with a navigation mechanism suited for taxonomic features.,NA,NA,NA,JavaScript,2017-12-18T22:04:25Z,https://github.com/epiviz/Metaviz,NA,NA,3,GitHub,Visualization Tools,NA,TRUE
MetaPlastHunter,mkarlik93,NA,NA,NA,NA,Python,2018-02-13T23:15:13Z,https://github.com/mkarlik93/MetaPlastHunter,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
v-met,ksumngs,"A bare-bones, ridiculously simple metagenomics pipeline for viruses using Kraken 2 written in Nextflow.",NA,NA,NA,Nextflow,2021-06-09T22:03:16Z,https://github.com/ksumngs/v-met,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
samosa,alipirani88,(S)train (A)ssignment from (M)etagen(O)me (S)NP (A)nalysis. ,NA,NA,NA,Jupyter Notebook,2021-07-21T18:49:59Z,https://github.com/alipirani88/samosa,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
ancient-metagenomics-labs,SPAAM-community,Website and data repository a directory of ancient metagenomic labs ,NA,NA,NA,CSS,2021-08-28T07:40:37Z,https://github.com/SPAAM-community/ancient-metagenomics-labs,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
oblr,anuradhawick,Read overlap graph based metagenomics binning using Probabilistic Sampling and Geometric Learning,NA,NA,NA,Jupyter Notebook,2021-08-10T00:00:57Z,https://github.com/anuradhawick/oblr,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
ngs4ecoprod,dschnei1,NGS4ECOPROD - An easy-to-use conda environment and pipelines for metagenome sequence analysis,NA,NA,NA,Shell,2023-06-22T14:06:39Z,https://github.com/dschnei1/ngs4ecoprod,NA,NA,2,GitHub,Sequence Analysis,NA,TRUE
Atlantic-Ocean-Metagenomes,LeonDlugosch,Assembly and analysis pipeline for twenty-two metagenomic samples from the Southern and Atlantic Ocean.,NA,NA,NA,R,2021-12-07T14:35:06Z,https://github.com/LeonDlugosch/Atlantic-Ocean-Metagenomes,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
Allmond,rjorton,NA,NA,NA,NA,Shell,2016-03-09T17:45:43Z,https://github.com/rjorton/Allmond,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
nf_reporter,MHH-RCUG,"Integrate metagenomic reports from our Wochenende metagenomics pipeline, raspir, growth rates and other tools using Nextflow",NA,NA,NA,Python,2022-01-25T09:38:11Z,https://github.com/MHH-RCUG/nf_reporter,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
merge_taxonomic_classifications,boulund,"Merge Kaiju, Kraken, and CLARK-S classifications of metagenomic reads",NA,NA,NA,Python,2016-12-12T10:44:55Z,https://github.com/boulund/merge_taxonomic_classifications,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
nf-UnO,uel3,metagenomics pipeline supporting The UnO Project for identifying pathogens in common across outbreak samples,NA,NA,NA,Nextflow,2024-03-03T19:10:57Z,https://github.com/uel3/nf-UnO,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
RiboTaxa,oschakoory,RiboTaxa: combined approaches for rRNA genes taxonomic resolution down to the species level from metagenomics data revealing novelties.,NA,NA,NA,Shell,2020-12-04T13:20:34Z,https://github.com/oschakoory/RiboTaxa,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
atavide,linsalrob,Atavistic processing of metagenomics data. ,NA,NA,NA,Python,2021-09-07T09:37:40Z,https://github.com/linsalrob/atavide,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
redemicro-ana-flavia-nutri,bioinfonupeb,"Metagenomic analysis of the project: ""PROGRAMAÇÃO METABÓLICA INDUZIDA PELA SUPERLACTAÇÃO E SEUS EFEITOS NA ATIVAÇÃO DO INFLAMASSOMA NLRP3 E EXPRESSÃO DO MIR-155 EM MODELO EXPERIMENTAL DE RESISTÊNCIA À INSULINA""",NA,NA,NA,Jupyter Notebook,2022-07-12T19:26:23Z,https://github.com/bioinfonupeb/redemicro-ana-flavia-nutri,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
GUAP_toolkit,AbdelrahmanYahia,Genomics unit analysis pipelines toolkit: a collection of NGS workflows writtin in python3 and snakemake,NA,NA,NA,Python,2021-04-15T09:40:58Z,https://github.com/AbdelrahmanYahia/GUAP_toolkit,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
Mapping-Omics-datasets-on-KEGG-Metabolic-Pathways,duartebred,"Repository for the presentation of work developed by the student Duarte Velho for the UC Project, of the Master in Bioinformatics of the University of Minho, academic year 23-24.",NA,NA,NA,Python,2024-02-29T19:06:39Z,https://github.com/duartebred/Mapping-Omics-datasets-on-KEGG-Metabolic-Pathways,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
schema2jsonld,madgik,"schema2jsonld is a tool for converting externally exposed metadata to schema.org, json-ld structured documents according to EDMI (EOSC Datasets Minimum Information) metadata guidelines",NA,NA,NA,Java,2018-04-18T08:03:38Z,https://github.com/madgik/schema2jsonld,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
empclima,npechl,Microbial co-occurrence network reveals climate and geographic patterns for soil diversity on the planet,NA,NA,NA,R,2023-02-21T09:31:33Z,https://github.com/npechl/empclima,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
HPC416S,trustodia,"This is a project aimed at building a compute resource with remote access, for metagenomics analysis.",NA,NA,NA,Perl,2016-11-17T09:05:51Z,https://github.com/trustodia/HPC416S,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomics-soil,astrdhr,BSc project: metagenomic analysis of urban park soil in London. Breakdown of some of the code I used can be viewed on this website:,NA,NA,NA,Shell,2018-04-01T12:35:36Z,https://github.com/astrdhr/metagenomics-soil,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomics-data-analysis,prince-ravi-leow,Data analysis for metagenomics master's course,NA,NA,NA,Jupyter Notebook,2022-12-21T22:58:33Z,https://github.com/prince-ravi-leow/metagenomics-data-analysis,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
amplicon16S,natmurad,Analysis for amplicon data,NA,NA,NA,Jupyter Notebook,2023-02-01T20:43:52Z,https://github.com/natmurad/amplicon16S,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
microguilds,pyubero,Pipepline for the standard quantification of microbial guilds from metagenomic samples.,NA,NA,NA,Jupyter Notebook,2022-09-08T16:45:05Z,https://github.com/pyubero/microguilds,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
CLARK,rouni001,"CLARK: Fast, accurate and versatile sequence classification system (Bioinformatics/Genomics/Metagenomics)",NA,NA,NA,C++,2024-05-14T17:32:28Z,https://github.com/rouni001/CLARK,NA,NA,2,GitHub,Sequence Analysis,NA,TRUE
cocopye,gobics,Feature-based prediction of genome quality indices,NA,NA,NA,Python,2023-09-19T12:43:44Z,https://github.com/gobics/cocopye,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
binning_wf,UW-Madison-Bacteriology-Bioinformatics,Pipeline to bin metagenomes into high-quality metagenomic-assembled genomes using DAGman and HTCondor.,NA,NA,NA,Shell,2024-10-02T19:50:18Z,https://github.com/UW-Madison-Bacteriology-Bioinformatics/binning_wf,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
hosMicro,Julio92-C,An interactive and user-friendly web application to explore the hospital microbiome and genetic makeup,NA,NA,NA,R,2024-12-23T13:01:40Z,https://github.com/Julio92-C/hosMicro,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
viral_metagenomics_training_May2022,niaid,Example workflow using LOCUS to identify viral sequences in bulk metagenomic data,NA,NA,NA,NA,2022-05-23T13:12:06Z,https://github.com/niaid/viral_metagenomics_training_May2022,NA,NA,2,GitHub,Sequence Analysis,NA,TRUE
Domain_HMM_Boundaries,NCBI-Codeathons,Refining Domain Boundaries and Performing Large Scale Parsing,NA,NA,NA,Jupyter Notebook,2019-10-22T19:07:50Z,https://github.com/NCBI-Codeathons/Domain_HMM_Boundaries,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
zeuss,danillo-alvarenga,recogniZing gEnome seqUences in metagenomic aSSemblies,NA,NA,NA,Python,2017-03-16T11:39:28Z,https://github.com/danillo-alvarenga/zeuss,NA,NA,2,GitHub,Sequence Analysis,NA,TRUE
emgapi-v2,EBI-Metagenomics,MGnify API (v2) and production automation system,NA,NA,NA,HTML,2023-10-27T10:53:44Z,https://github.com/EBI-Metagenomics/emgapi-v2,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
floria-strainer,maxibor,An add-on to floria for clustering reads into strains,NA,NA,NA,Python,2024-04-02T15:28:38Z,https://github.com/maxibor/floria-strainer,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
metaRdum,Elcornevic,Welcome to 'Metagenomics in R for Dummies'! Are you interested in learning the essentials of metagenomics in a short period of time? You've reached the right repos!,NA,NA,NA,R,2023-07-21T03:35:45Z,https://github.com/Elcornevic/metaRdum,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
Metagenomics_ML,lbulic1003,Application of Machine Learning in Metagenomics,NA,NA,NA,Jupyter Notebook,2024-02-20T13:27:35Z,https://github.com/lbulic1003/Metagenomics_ML,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
MAPFA,Ash1One,Metagenomic Analysis Pipeline for Food Animals,NA,NA,NA,Python,2020-10-14T03:49:04Z,https://github.com/Ash1One/MAPFA,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
thesis-phd,fungs,PhD thesis: Computational Methods for Taxonomic Annotation and Genome Reconstruction in Metagenomics,NA,NA,NA,TeX,2016-07-22T11:36:28Z,https://github.com/fungs/thesis-phd,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
KrakenParser,PopovIILab,🗂️Parse multiple Kraken2 reports into CSV files on 6 taxonomical levels,NA,NA,NA,Python,2025-02-16T09:19:20Z,https://github.com/PopovIILab/KrakenParser,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
MetaSBT-DBs,cumbof,MetaSBT public databases,NA,NA,NA,NA,2023-03-07T16:53:32Z,https://github.com/cumbof/MetaSBT-DBs,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
Slacken,JNP-Solutions,Highly scalable implementation of the Kraken 2 genomic sequence classification method. Based on Apache Spark.,NA,NA,NA,Scala,2023-12-25T08:36:03Z,https://github.com/JNP-Solutions/Slacken,NA,NA,2,GitHub,Sequence Analysis,NA,TRUE
busybee_web,claczny,Repository for BusyBee Web - Web-based deconvolution of metagenomic data by bootstrapped supervised binning,NA,NA,NA,NA,2017-04-12T08:25:40Z,https://github.com/claczny/busybee_web,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
GNN_plus_HiC,Abusagit,Clustering Hi-C contact map using graph neural networks. Utilities and data pipelines. Created as part of Bioinformatics institute spring 2022 project,NA,NA,NA,Python,2022-05-19T14:53:20Z,https://github.com/Abusagit/GNN_plus_HiC,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
metamage_latch,jvfe,"A Latch workflow for taxonomic classification, assembly, binning and annotation of short-read metagenomics datasets",NA,NA,NA,Python,2022-08-04T14:14:45Z,https://github.com/jvfe/metamage_latch,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
mgnify-sourmash-component,EBI-Metagenomics,A web component that let you select FastA or FastQ sequence files and creates sketches (KmerMinHash signatures) using Sourmash.,NA,NA,NA,TypeScript,2021-06-18T16:10:57Z,https://github.com/EBI-Metagenomics/mgnify-sourmash-component,NA,NA,2,GitHub,Sequence Analysis,NA,TRUE
cerebro,esteinig,Metagenomic diagnostics stack for low abundance sample types and clinical reporting,NA,NA,NA,Rust,2023-08-08T03:49:50Z,https://github.com/esteinig/cerebro,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
MetaTag,Robaina,metaTag: functional and taxonomical annotation of metagenomes through phylogenetic tree placement,"10.5281/zenodo.7949949
date-relea",NA,NA,Python,2021-06-23T16:21:10Z,https://github.com/Robaina/MetaTag,NA,NA,1,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
triUMPF,hallamlab,Metabolic pathway inference using non-negative matrix factorization with community detection,NA,NA,NA,Python,2020-03-14T02:40:59Z,https://github.com/hallamlab/triUMPF,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
moonstone,motleystate,Library to perform Metagenomics data analysis with Python,NA,NA,NA,Python,2020-07-27T08:46:08Z,https://github.com/motleystate/moonstone,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
e18-4yp-Multi-Kingdom-Binning-of-Long-Read-Metagenomes,cepdnaclk,A tool for refining long-reads binning  using kingdom level information,NA,NA,NA,Jupyter Notebook,2024-01-13T14:26:37Z,https://github.com/cepdnaclk/e18-4yp-Multi-Kingdom-Binning-of-Long-Read-Metagenomes,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
CRISPRviewR,acvill,"an R package for repairing, comparing, and visualizing CRISPRs across environmental datasets",NA,NA,NA,R,2022-09-19T20:49:15Z,https://github.com/acvill/CRISPRviewR,NA,NA,1,GitHub,Visualization Tools,NA,TRUE
genome-search,EBI-Metagenomics,"Microservice API for searching fragments against indexed genomes, using COBS. Provides the ""search by gene"" feature on MGnify's MAG catalogues.",NA,NA,NA,Python,2019-07-29T08:19:45Z,https://github.com/EBI-Metagenomics/genome-search,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
GETS,SrinivasSubra,"GETS: a Genomic Tree based Sparse solver. This package accompanies an article to be published in the forthcoming Birkhäuser-ANHA book ""Explorations in the Mathematics of Data Science"" --- ""A genomic tree based sparse solver"" by Timothy A. Davis and Srinivas Subramanian.",NA,NA,NA,C,2023-05-25T14:35:53Z,https://github.com/SrinivasSubra/GETS,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
remag,danielzmbp,REcovery of eukaryotic genomes using contrastive learning. A specialized metagenomic binning tool designed for recovering high-quality eukaryotic genomes from mixed prokaryotic-eukaryotic samples.,NA,NA,NA,Python,2025-07-14T14:49:25Z,https://github.com/danielzmbp/remag,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
fennec,keuv-grvl,Unsupervised DNA sequence modelling for machine learning,NA,NA,NA,Python,2018-03-08T08:37:05Z,https://github.com/keuv-grvl/fennec,NA,NA,1,GitHub,Sequence Analysis,NA,TRUE
