name,summary,doi,author,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count
Lifelines_NEXT_milk_microbiota,Research of mother milk and infant microbiome,NA,GRONINGEN-MICROBIOME-CENTRE,NA,R,2024-04-23T12:48:17Z,https://github.com/GRONINGEN-MICROBIOME-CENTRE/Lifelines_NEXT_milk_microbiota,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Public-Perceptions-of-Microbes-and-Microbiomes,"This is the location for the R scripts used to generate the figures in ""Examining Public Perceptions of Microbes and Microbiomes in the United States"".  ",NA,Kokkinias,NA,R,2024-04-05T23:07:21Z,https://github.com/Kokkinias/Public-Perceptions-of-Microbes-and-Microbiomes,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Code-for-Bioinformatic-study,Bioinformatic meta-analysis focused on the seed microbiome,NA,vg1u23,NA,NA,2024-04-22T09:44:56Z,https://github.com/vg1u23/Code-for-Bioinformatic-study,NA,NA,0,GitHub,Metagenomics and community analysis,NA
The-gut-microbiome-in-the-hypertensive-elderly,NA,NA,ADCO99,NA,R,2024-04-10T01:06:52Z,https://github.com/ADCO99/The-gut-microbiome-in-the-hypertensive-elderly,NA,NA,0,GitHub,Specialized analysis,NA
disease_diagnosis,disease diagnosis based on the human gut microbiome,NA,JustaBirdy,NA,Python,2024-04-10T06:21:28Z,https://github.com/JustaBirdy/disease_diagnosis,NA,NA,0,GitHub,Metagenomics and community analysis,NA
EMBERS,EMBERS - Encompassing Microbiome-Bibliome Extraction and Retrieval System,NA,khigashi1987,NA,Python,2024-04-20T13:59:09Z,https://github.com/khigashi1987/EMBERS,NA,NA,0,GitHub,Metagenomics and community analysis,NA
China-Multi-Ethnic-Cohort-Gut-Microbiome-Project-,NA,NA,wsdhm1,NA,NA,2024-04-29T08:03:25Z,https://github.com/wsdhm1/China-Multi-Ethnic-Cohort-Gut-Microbiome-Project-,NA,NA,0,GitHub,Specialized analysis,NA
helius_longitudinal,Microbiome analyses of HELIUS longitudinal data (16S and shotgun),NA,barbarahelena,NA,R,2024-04-02T08:53:10Z,https://github.com/barbarahelena/helius_longitudinal,NA,NA,0,GitHub,Metagenomics and community analysis,NA
BAZE,Bayesian tree-based selection of microbiome features with enhanced visualizations,NA,bioscinema,NA,R,2024-04-23T18:35:36Z,https://github.com/bioscinema/BAZE,NA,NA,0,GitHub,Visualization Tools,NA
Microbial_Genomics,Oral Microbiome & Metagenomic analysis for the Characterization of a uSGB,NA,zehrakorkusuz,NA,Jupyter Notebook,2024-04-03T00:02:23Z,https://github.com/zehrakorkusuz/Microbial_Genomics,NA,NA,0,GitHub,Metagenomics and community analysis,NA
BioCode,Gut Microbiome for Early Detection of ASD (Autism Spectrum Disorder),NA,shivdavay,NA,HTML,2024-04-22T18:38:34Z,https://github.com/shivdavay/BioCode,NA,NA,0,GitHub,Metagenomics and community analysis,NA
vibrant-docker,Docker container for VIBRANT by Anantharaman Microbiome Lab at UW-Madison,NA,charlenelawdes,NA,Dockerfile,2024-04-03T20:39:42Z,https://github.com/charlenelawdes/vibrant-docker,NA,NA,0,GitHub,Metagenomics and community analysis,NA
SCTLD,Experiment to study microbiome differences in juvenile corals exposed to SCTLD,NA,shaylematsuda,NA,HTML,2024-04-15T17:34:28Z,https://github.com/shaylematsuda/SCTLD,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Visual-and-Data-Analysis-of-the-Ocean-Microbiome-Tara-Ocean-Expedition,"Developed an interactive visualization tool to analyze marine microbial diversity and distribution from the Tara Ocean Expedition, utilizing high-dimensional data of 35,650 Operational Taxonomic Units (OTUs) collected globally.",NA,nasibovv,NA,HTML,2024-04-27T22:22:02Z,https://github.com/nasibovv/Visual-and-Data-Analysis-of-the-Ocean-Microbiome-Tara-Ocean-Expedition,NA,NA,0,GitHub,Visualization Tools,NA
20440_final_project,Comorbidity and exclusion of neurological disorders predicted by human gastrointestinal microbiome compositions. ,NA,aplapteva,NA,Jupyter Notebook,2024-04-09T16:18:44Z,https://github.com/aplapteva/20440_final_project,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Exploring-genome-diversity-of-termite-gut-microbiome-from-Western-Ghats-for-novel-antimicrobials,"The dissertation was completed under the guidance of Dr J Rajendhran PhD, Assistant Professor, Department of Genetics. This study explores the genomic diversity of the gut microbiome of termites from Western Ghats that could contribute to the discovery of novel antibiotics.",NA,Thirupathy-Selvaraj,NA,NA,2024-04-08T05:40:55Z,https://github.com/Thirupathy-Selvaraj/Exploring-genome-diversity-of-termite-gut-microbiome-from-Western-Ghats-for-novel-antimicrobials,NA,NA,0,GitHub,Metagenomics and community analysis,NA
flycatchers,"Collared flycatcher gut microbiome and reproductive success by Liukkonen, Gustafsson, Grond & Ruuskanen 2024",NA,marttal,NA,NA,2024-04-29T11:49:13Z,https://github.com/marttal/flycatchers,NA,NA,0,GitHub,Metagenomics and community analysis,NA
AbaloneCaXc,Microbiome and Gene expression analysis of white abalone exposed to Candidatus Xenohaliotis californiensis,NA,ekunselman,NA,R,2024-04-04T18:17:09Z,https://github.com/ekunselman/AbaloneCaXc,NA,NA,0,GitHub,Metagenomics and community analysis,NA
KitchenSink,All the random and miscellaneous scripts/READMEs in the lab,NA,Diet-Microbiome-Interactions-Lab,NA,MATLAB,2024-04-26T15:15:31Z,https://github.com/Diet-Microbiome-Interactions-Lab/KitchenSink,NA,NA,0,GitHub,Specialized analysis,NA
Asbib,repository of data and R scripts of a study on Astragulus Bibullatus soil microbiome,NA,rachelbrant,NA,NA,2024-04-12T17:49:25Z,https://github.com/rachelbrant/Asbib,NA,NA,0,GitHub,Metagenomics and community analysis,NA
MBOcc,"R package to execute a multi-site, multi-species occupancy model for microbiome data.",NA,kjmtaylor22,NA,R,2024-04-23T16:39:34Z,https://github.com/kjmtaylor22/MBOcc,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Sepidermidis-antagonism,"Code and endpoint data files for ""Intraspecies warfare restricts strain coexistence in human skin microbiomes""",NA,cpmancuso,NA,MATLAB,2024-04-30T22:01:12Z,https://github.com/cpmancuso/Sepidermidis-antagonism,NA,NA,0,GitHub,Metagenomics and community analysis,NA
BGD,Novel insights on microbiome dynamics during a gill disease outbreak in farmed Rainbow trout (Oncorhynchus mykiss),NA,fabiomarroni,NA,R,2024-04-06T13:26:14Z,https://github.com/fabiomarroni/BGD,NA,NA,0,GitHub,Metagenomics and community analysis,NA
CMEC,NA,NA,CMEC-Microbiome-Project-Southwest-China,NA,R,2024-04-29T08:21:30Z,https://github.com/CMEC-Microbiome-Project-Southwest-China/CMEC,NA,NA,0,GitHub,Specialized analysis,NA
HGMRGC,Analysis of Human Gut Microbiome Reference Genome Catalog (HGMRGC) and microbial differences between the Han Chinese and non-Chinese populations,NA,wjj666,NA,Python,2024-04-05T03:07:12Z,https://github.com/wjj666/HGMRGC,NA,NA,0,GitHub,Metagenomics and community analysis,NA
2024_SoilExp_AnV_SolLyc,"Data for soil experiment testing interactions between soil microbiome, tomatoes, and how can thebe affected by inoculation of Anabaena variabilis cyanobacterium",NA,JanVeselsky,NA,NA,2024-04-27T12:23:40Z,https://github.com/JanVeselsky/2024_SoilExp_AnV_SolLyc,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Soil-pH-denit,"This repository contains the experimental data of soil microbiome denitrification under pH perturbations, and a mathematical model of the metabolite dynamics",NA,SiqiLiu-Math,NA,MATLAB,2024-04-15T15:08:47Z,https://github.com/SiqiLiu-Math/Soil-pH-denit,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Into-the-Gut-Microverse,"Codes for analyzing data in ""Into the Gut Microverse"" project (CS460 coursework)., Dataset Repository: https://github.com/borenstein-lab/microbiome-metabolome-curated-data",NA,sapienshourya,NA,NA,2024-04-19T15:26:43Z,https://github.com/sapienshourya/Into-the-Gut-Microverse,NA,NA,0,GitHub,Metagenomics and community analysis,NA
AIGDM,"Data, scripts and graphs for the paper ""A marginal regression model for clustered zero-inflated and over-dispersed compositions with application to microbiome data"".",NA,KiRinHong,NA,R,2024-04-27T05:58:08Z,https://github.com/KiRinHong/AIGDM,NA,NA,0,GitHub,Metagenomics and community analysis,NA
metagenome_astaxanthin,"Repository of research data related to ""Metagenomic Analysis of Astaxanthin Using 16S rRNA Gene for MEP/DOXP, GSH and ROS Enzyme Pathways in the Microbiome of Poultry""",NA,sweetiek,NA,NA,2024-04-23T19:50:09Z,https://github.com/sweetiek/metagenome_astaxanthin,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Into_the_Gut_Microverse,"Github repository for codes used in CS460 Semester project, titled: Into the Gut Microverse"", find the dataset repository at: ""https://github.com/borenstein-lab/microbiome-metabolome-curated-data.git""",NA,nissy-135,NA,Python,2024-04-19T15:20:08Z,https://github.com/nissy-135/Into_the_Gut_Microverse,NA,NA,0,GitHub,Metagenomics and community analysis,NA
BMCMicrobiology2024,"Supplementary data repository for the BMC Microbiology article: Hui TKL, Lo ICN, Wong KKW, Tsang CTT, Tsang LM. Metagenomic analysis of gut microbiome illuminates the mechanisms and evolution of lignocellulose degradation in mangrove herbivorous crabs. BMC Microbiol. 2024; 24(1):57.",NA,TomKLHui,NA,NA,2024-04-10T08:05:09Z,https://github.com/TomKLHui/BMCMicrobiology2024,NA,NA,0,GitHub,Phylogenetic and evolutionary analysis,NA
HostPurge,"Evaluating host-DNA decontamination's impact on metagenomic analyses, we compare tools and highlight the importance of reference genomes for accurate and efficient microbiome studies.",NA,YunyunGao374,NA,HTML,2024-05-14T02:23:50Z,https://github.com/YunyunGao374/HostPurge,NA,NA,7,GitHub,Metagenomics and community analysis,NA
q2-predict-dysbiosis,q2-predict-dysbiosis: a function-based microbiome health index,NA,Kizielins,NA,Jupyter Notebook,2024-05-10T13:19:20Z,https://github.com/Kizielins/q2-predict-dysbiosis,NA,NA,4,GitHub,Metagenomics and community analysis,NA
MicW2Graph,A knowledge graph of the wastewater treatment microbiome and its biological context,NA,Multiomics-Analytics-Group,NA,HTML,2024-05-28T09:13:36Z,https://github.com/Multiomics-Analytics-Group/MicW2Graph,NA,NA,4,GitHub,Metagenomics and community analysis,NA
2024-NUTRIM-microbiome,teaching material for microbiome data analysis day 2024 session,NA,david-barnett,NA,HTML,2024-05-22T10:58:19Z,https://github.com/david-barnett/2024-NUTRIM-microbiome,NA,NA,2,GitHub,Metagenomics and community analysis,NA
MicrobiomePrime,A tool for identifying primer pairs with high sensitivity and specificity for a particular source of microbiota.,NA,tanjazlender,NA,Python,2024-05-28T07:08:22Z,https://github.com/tanjazlender/MicrobiomePrime,NA,NA,2,GitHub,Specialized analysis,NA
Root-hair-mutants-microbiome,root hair mutant microbiome,NA,Zhenghong-Wang,NA,R,2024-05-23T15:24:43Z,https://github.com/Zhenghong-Wang/Root-hair-mutants-microbiome,NA,NA,2,GitHub,Metagenomics and community analysis,NA
conekt_grasses_microbiome,NA,NA,SantosRAC,NA,Python,2024-05-13T22:14:23Z,https://github.com/SantosRAC/conekt_grasses_microbiome,NA,NA,2,GitHub,Specialized analysis,NA
Spaceflight_host_microbiome_interactions,"From the article ""Spaceflight alters host-gut microbiota interactions""",NA,gonzalezem,NA,HTML,2024-05-29T14:00:10Z,https://github.com/gonzalezem/Spaceflight_host_microbiome_interactions,NA,NA,2,GitHub,Specialized analysis,NA
MicrobiomeSeq,Microbiome Sequencing analysis using QIIME2.,NA,hasanwraeth,NA,Jupyter Notebook,2024-05-29T21:18:30Z,https://github.com/hasanwraeth/MicrobiomeSeq,NA,NA,1,GitHub,Metagenomics and community analysis,NA
microbiometer,Scripts for microbiometer,NA,AustinArrington87,NA,Python,2024-05-09T20:39:20Z,https://github.com/AustinArrington87/microbiometer,NA,NA,1,GitHub,Metagenomics and community analysis,NA
microbiome-ML,NA,NA,emmarisgaardolsen,NA,Jupyter Notebook,2024-05-28T21:19:55Z,https://github.com/emmarisgaardolsen/microbiome-ML,NA,NA,1,GitHub,Specialized analysis,NA
Plant_microbiome_transplantation,NA,NA,NuruddinKhoiry,NA,R,2024-05-23T02:52:34Z,https://github.com/NuruddinKhoiry/Plant_microbiome_transplantation,NA,NA,1,GitHub,Specialized analysis,NA
TRhizo-urbanMicrobiome,"Data and R code for the manuscript ""Diversity and assembly of the microbiome of a leguminous plant along an urbanization gradient""",NA,dmurraystoker,NA,NA,2024-05-15T19:22:17Z,https://github.com/dmurraystoker/TRhizo-urbanMicrobiome,NA,NA,1,GitHub,Metagenomics and community analysis,NA
mbiome_biomass,Soil microbiome effects on plant biomass,NA,jusinowicz,NA,Python,2024-05-02T12:22:06Z,https://github.com/jusinowicz/mbiome_biomass,NA,NA,1,GitHub,Metagenomics and community analysis,NA
Oral-Microbiome-Based-Signature-for-Periodontitis,A Universal Signature for Periodontitis based on Oral Microbiome Sequencing,NA,whchenlab,NA,R,2024-05-10T08:13:28Z,https://github.com/whchenlab/Oral-Microbiome-Based-Signature-for-Periodontitis,NA,NA,1,GitHub,Metagenomics and community analysis,NA
Metabolite-Prediction,Metabolite Prediction in the Human Microbiome using Transfer Learning,NA,Anw4015,NA,Jupyter Notebook,2024-05-19T01:51:02Z,https://github.com/Anw4015/Metabolite-Prediction,NA,NA,1,GitHub,Metagenomics and community analysis,NA
mibiremo,Microbiome Bioremediation Reaction Module: a Python interface to PhreeqcRM library,NA,MiBiPreT,NA,Python,2024-05-22T06:20:32Z,https://github.com/MiBiPreT/mibiremo,NA,NA,1,GitHub,Metagenomics and community analysis,NA
NSMviaBLAST,Rough pipeline for generating a microbiome analysis using diamond blastx and blastn. Meant to be used with metagenomic and metatranscriptomic reads.,NA,bpeacock44,NA,Shell,2024-05-09T16:29:29Z,https://github.com/bpeacock44/NSMviaBLAST,NA,NA,1,GitHub,Sequence Analysis,NA
microbiome-data-science,"Materials for Microbiome Data Science course, Spring 2024",NA,kylebittinger,NA,NA,2024-05-17T17:49:22Z,https://github.com/kylebittinger/microbiome-data-science,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Microbiome2024,R scripts for performing bioinformatics analyses in Renwick et al. 2024 - Modulating the developing gut microbiota with 2’-fucosyllactose and pooled human milk oligosaccharides,NA,SimoneRenwick,NA,R,2024-05-21T20:57:30Z,https://github.com/SimoneRenwick/Microbiome2024,NA,NA,0,GitHub,Specialized analysis,NA
MicrobiomeDB-nextflow,NA,NA,microbiomeDB,NA,Python,2024-05-24T18:35:05Z,https://github.com/microbiomeDB/MicrobiomeDB-nextflow,NA,NA,0,GitHub,Specialized analysis,NA
Cao2024_Microbiome,Cao2024_Microbiome,NA,1932068325cao,NA,R,2024-05-29T13:05:42Z,https://github.com/1932068325cao/Cao2024_Microbiome,NA,NA,0,GitHub,Metagenomics and community analysis,NA
micropyome,Toolbox for studying microbiomes / Outils pour l'étude de microbiomes,NA,Vincent-Therrien,NA,Python,2024-05-05T22:33:05Z,https://github.com/Vincent-Therrien/micropyome,NA,NA,0,GitHub,Metagenomics and community analysis,NA
TTX-Bd-Microbiome,TTX-Bd-Microbiome project,NA,Talon-Jost,NA,NA,2024-05-04T05:28:34Z,https://github.com/Talon-Jost/TTX-Bd-Microbiome,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Ecotype_of_Arabidopsis,Ecotype related root microbiome,NA,Zhenghong-Wang,NA,NA,2024-05-23T15:28:30Z,https://github.com/Zhenghong-Wang/Ecotype_of_Arabidopsis,NA,NA,0,GitHub,Metagenomics and community analysis,NA
2024_Workshops_for_students,Microbiome workshops for students,NA,GRONINGEN-MICROBIOME-CENTRE,NA,R,2024-05-25T17:09:29Z,https://github.com/GRONINGEN-MICROBIOME-CENTRE/2024_Workshops_for_students,NA,NA,0,GitHub,Metagenomics and community analysis,NA
ZorapteraMicrobiomes,Code for Margeson et al. 2024,NA,bewicklab,NA,R,2024-05-16T15:03:59Z,https://github.com/bewicklab/ZorapteraMicrobiomes,NA,NA,0,GitHub,Specialized analysis,NA
ElbeMicrobiome,A respository for the files and code associated with the Elbe microbiome paper,NA,SvenTobias-Hunefeldt,NA,NA,2024-05-14T12:43:14Z,https://github.com/SvenTobias-Hunefeldt/ElbeMicrobiome,NA,NA,0,GitHub,Metagenomics and community analysis,NA
integrative-microbiome,NA,NA,Xchenkai2019,NA,NA,2024-05-22T02:20:12Z,https://github.com/Xchenkai2019/integrative-microbiome,NA,NA,0,GitHub,Specialized analysis,NA
GEM_Microbiome,NA,NA,zzhougithub,NA,R,2024-05-23T14:11:43Z,https://github.com/zzhougithub/GEM_Microbiome,NA,NA,0,GitHub,Specialized analysis,NA
Milk-Microbiome,NA,NA,ava-doty,NA,NA,2024-05-20T12:09:19Z,https://github.com/ava-doty/Milk-Microbiome,NA,NA,0,GitHub,Specialized analysis,NA
microbiome-database,NA,NA,adoodles,NA,JavaScript,2024-05-29T10:03:38Z,https://github.com/adoodles/microbiome-database,NA,NA,0,GitHub,Specialized analysis,NA
Propagule-microbiome,Analysis performed in study examining propagule-microbiome interactions,NA,galud27,NA,NA,2024-05-25T00:43:55Z,https://github.com/galud27/Propagule-microbiome,NA,NA,0,GitHub,Metagenomics and community analysis,NA
microbiome_crc,a machine learning project of medbioinfo to predict colorectal cancer using microbiome metagenomic datasets,NA,Xueyao0830,NA,NA,2024-05-09T11:42:45Z,https://github.com/Xueyao0830/microbiome_crc,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Microbiome_ENC,Final Project in Big Data Mining Course,NA,gsp0,NA,Jupyter Notebook,2024-05-18T13:10:44Z,https://github.com/gsp0/Microbiome_ENC,NA,NA,0,GitHub,Specialized analysis,NA
NestedMicrobiomes,NA,NA,psanjuan,NA,R,2024-05-09T22:40:56Z,https://github.com/psanjuan/NestedMicrobiomes,NA,NA,0,GitHub,Specialized analysis,NA
microbiome_gestation,Repositorio que contiene los scripts del artículo de gestación,NA,NinaMontoya,NA,R,2024-05-17T19:12:09Z,https://github.com/NinaMontoya/microbiome_gestation,NA,NA,0,GitHub,Specialized analysis,NA
meta_analysis_vag,meta-analysis of vaginal microbiome ,NA,ricrocha82,NA,NA,2024-05-06T14:33:21Z,https://github.com/ricrocha82/meta_analysis_vag,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Microbiome_analysis_course,NA,NA,anastasiaa404,NA,Jupyter Notebook,2024-05-19T19:49:36Z,https://github.com/anastasiaa404/Microbiome_analysis_course,NA,NA,0,GitHub,Specialized analysis,NA
Ovarian_Aging_Microbiome,Code to analyze the impact of isochronic vs. heterochronic FMT on ovarian health,NA,BenayounLaboratory,NA,R,2024-05-04T00:02:41Z,https://github.com/BenayounLaboratory/Ovarian_Aging_Microbiome,NA,NA,0,GitHub,Specialized analysis,NA
sturgeon_egg_microbiome,Repository of code and data associated with microbial community analysis of sturgeon eggs from Michigan,NA,gdanetzk,NA,Shell,2024-05-29T15:14:57Z,https://github.com/gdanetzk/sturgeon_egg_microbiome,NA,NA,0,GitHub,Specialized analysis,NA
HydraEnvMicrobiome,NA,NA,jtokolyi,NA,NA,2024-05-13T10:16:39Z,https://github.com/jtokolyi/HydraEnvMicrobiome,NA,NA,0,GitHub,Specialized analysis,NA
Drug-microbiome-colonization,NA,NA,Ruizheng98,NA,NA,2024-05-29T20:09:06Z,https://github.com/Ruizheng98/Drug-microbiome-colonization,NA,NA,0,GitHub,Specialized analysis,NA
Singlecell-microbiome-analysis,NA,NA,EndeavourSyc,NA,NA,2024-05-08T06:34:58Z,https://github.com/EndeavourSyc/Singlecell-microbiome-analysis,NA,NA,0,GitHub,Specialized analysis,NA
microbiome-mediation-analysis,NA,NA,haoyi1102,NA,R,2024-05-31T20:05:29Z,https://github.com/haoyi1102/microbiome-mediation-analysis,NA,NA,0,GitHub,Specialized analysis,NA
Peri-implant-microbiome,NA,NA,S-Posadas,NA,R,2024-05-03T13:18:24Z,https://github.com/S-Posadas/Peri-implant-microbiome,NA,NA,0,GitHub,Specialized analysis,NA
WolfMicrobiomeGenomics,NA,NA,JessikaBryant,NA,R,2024-05-09T23:35:52Z,https://github.com/JessikaBryant/WolfMicrobiomeGenomics,NA,NA,0,GitHub,Specialized analysis,NA
microbiome_metabolic_network,The project of microbiome metabolic network,NA,jaspershen-lab,NA,R,2024-05-27T14:38:38Z,https://github.com/jaspershen-lab/microbiome_metabolic_network,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Microbiome-Analysis-RT,Microbiome Analysis from 16S amplicon data from wild rainbow trout,NA,katkat-ri,NA,R,2024-05-14T14:51:53Z,https://github.com/katkat-ri/Microbiome-Analysis-RT,NA,NA,0,GitHub,Metagenomics and community analysis,NA
microbiome_metabolic_adaptation,NA,NA,borenstein-lab,NA,R,2024-05-07T17:27:16Z,https://github.com/borenstein-lab/microbiome_metabolic_adaptation,NA,NA,0,GitHub,Specialized analysis,NA
microbiome-16S,"Repository and analysis code for ""Early nasal microbiota and subsequent respiratory tract infections in infants with cystic fibrosis""",NA,steinbaer,NA,R,2024-05-01T12:52:13Z,https://github.com/steinbaer/microbiome-16S,NA,NA,0,GitHub,Specialized analysis,NA
NHP_eukaryotic_microbiome,NA,NA,LaiaDomingoCosta,NA,HTML,2024-05-24T11:29:45Z,https://github.com/LaiaDomingoCosta/NHP_eukaryotic_microbiome,NA,NA,0,GitHub,Specialized analysis,NA
Dust-Microbiome-Review,Code and results for a scoping review of the indoor dust microbiome and its relationship to environmental determinants and allergies.,NA,javimangal,NA,HTML,2024-05-17T17:35:28Z,https://github.com/javimangal/Dust-Microbiome-Review,NA,NA,0,GitHub,Metagenomics and community analysis,NA
HostMicrobiomeEvol,NA,NA,Easybel,NA,Jupyter Notebook,2024-05-29T11:07:05Z,https://github.com/Easybel/HostMicrobiomeEvol,NA,NA,0,GitHub,Specialized analysis,NA
stinson-STE-microbiome,Statistical analysis and data visualizations of the Stinson Beach subterranean estuary microbial community composition and physicochemical dynamics.,NA,jessicabullington,NA,NA,2024-05-28T05:07:58Z,https://github.com/jessicabullington/stinson-STE-microbiome,NA,NA,0,GitHub,Visualization Tools,NA
Tuna-gut-microbiome-degradation,This is a repository for bioinformatics pipeline for the manuscript Yufei et al. Impact of degradation and time of sampling on skipjack tuna (Katsuwonus pelamis) gut microbiome composition,NA,xyzzzeno,NA,Shell,2024-05-06T01:43:48Z,https://github.com/xyzzzeno/Tuna-gut-microbiome-degradation,NA,NA,0,GitHub,Metagenomics and community analysis,NA
diet-mental-health-microbiome,NA,NA,luisebe,NA,NA,2024-05-18T14:58:23Z,https://github.com/luisebe/diet-mental-health-microbiome,NA,NA,0,GitHub,Specialized analysis,NA
Probiotic_Microbiome_Infant_Neurodevelopment,NA,NA,CGaleLab,NA,R,2024-05-01T01:21:39Z,https://github.com/CGaleLab/Probiotic_Microbiome_Infant_Neurodevelopment,NA,NA,0,GitHub,Specialized analysis,NA
RanaSpatialMicrobiomes24,Code and data supporting Pawlik et al ,NA,xavharrison,NA,NA,2024-05-05T08:12:15Z,https://github.com/xavharrison/RanaSpatialMicrobiomes24,NA,NA,0,GitHub,Specialized analysis,NA
-Ommastrephid-Squid-Gut-Microbiome,NA,NA,tristankravitz,NA,R,2024-05-16T13:10:56Z,https://github.com/tristankravitz/-Ommastrephid-Squid-Gut-Microbiome,NA,NA,0,GitHub,Specialized analysis,NA
applied-microbiome-analysis-course,NA,NA,natsyam,NA,NA,2024-05-02T07:58:14Z,https://github.com/natsyam/applied-microbiome-analysis-course,NA,NA,0,GitHub,Specialized analysis,NA
2024_wombat_seasonal_microbiome,NA,NA,EisenRa,NA,R,2024-05-07T14:21:32Z,https://github.com/EisenRa/2024_wombat_seasonal_microbiome,NA,NA,0,GitHub,Specialized analysis,NA
Manuscript_VT_CoreMicrobiome,NA,NA,mfb106,NA,R,2024-05-16T20:28:30Z,https://github.com/mfb106/Manuscript_VT_CoreMicrobiome,NA,NA,0,GitHub,Specialized analysis,NA
Porites_Microbiome_Probiotic_Response,NA,NA,JorMicrobe,NA,NA,2024-05-06T19:02:29Z,https://github.com/JorMicrobe/Porites_Microbiome_Probiotic_Response,NA,NA,0,GitHub,Specialized analysis,NA
eurydice,Utilities for the ECHO microbiome Project,NA,jwdebelius,NA,HTML,2024-05-24T13:43:12Z,https://github.com/jwdebelius/eurydice,NA,NA,0,GitHub,Metagenomics and community analysis,NA
gut-microbiome-visualizer-plain-react,NA,NA,fumzy123,NA,JavaScript,2024-05-28T11:47:09Z,https://github.com/fumzy123/gut-microbiome-visualizer-plain-react,NA,NA,0,GitHub,Specialized analysis,NA
TheMicrobiomeInfluencesMatingBehavior,Data and code for manuscript,NA,anjohns,NA,Jupyter Notebook,2024-05-21T20:02:23Z,https://github.com/anjohns/TheMicrobiomeInfluencesMatingBehavior,NA,NA,0,GitHub,Specialized analysis,NA
machineLearningAndRiceMicrobiome,NA,NA,BarryMBarque,NA,Jupyter Notebook,2024-05-23T02:32:00Z,https://github.com/BarryMBarque/machineLearningAndRiceMicrobiome,NA,NA,0,GitHub,Specialized analysis,NA
-gut-microbiome-of-cancer-patients,"Sterile diet causes gut microbiome collapse of cancer patients post hematopoietic cell transplantation, but normal diet recover them",NA,hongwenqing,NA,HTML,2024-05-31T12:55:54Z,https://github.com/hongwenqing/-gut-microbiome-of-cancer-patients,NA,NA,0,GitHub,Metagenomics and community analysis,NA
topcil-model,apply topic model to microbiome in R,NA,Wanflysky,NA,R,2024-05-24T00:43:10Z,https://github.com/Wanflysky/topcil-model,NA,NA,0,GitHub,Metagenomics and community analysis,NA
pom_study,Microbiome of Postmenopausal Women with Frequent UTIs,NA,sacrull,NA,Python,2024-05-13T19:33:26Z,https://github.com/sacrull/pom_study,NA,NA,0,GitHub,Metagenomics and community analysis,NA
MGMA---2024,Material for MICROBIAL GENOME & MICROBIOME ANALYSIS COURSE,NA,Phudaingo,NA,NA,2024-05-30T04:12:02Z,https://github.com/Phudaingo/MGMA---2024,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Tar-spot-microbiome-and-corn-lines,This repository contains the scrips and outputs necessary to replicate the study. ,NA,wilysic,NA,R,2024-05-02T18:33:35Z,https://github.com/wilysic/Tar-spot-microbiome-and-corn-lines,NA,NA,0,GitHub,Specialized analysis,NA
Greater-Paris-lakes-microbiomes-summer-2021,"This repository present the R and bash code used for the following preprint: Foucault et al., 2024 DOI:",NA,PierreFoucault,NA,R,2024-05-30T13:54:08Z,https://github.com/PierreFoucault/Greater-Paris-lakes-microbiomes-summer-2021,NA,NA,0,GitHub,Specialized analysis,NA
Alzheimer-s-Disease-and-Microbiome-Atlas,The Alzheimer’s Disease and Microbiome Atlas (ADMA) is a platform for enhancing our understanding of the intricate relationship between Alzheimer’s disease (AD) and the human microbiome through cutting-edge sequencing data.,NA,ChenyuLiu24,NA,JavaScript,2024-05-14T20:05:23Z,https://github.com/ChenyuLiu24/Alzheimer-s-Disease-and-Microbiome-Atlas,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Gut-microbiome-Variations-and-linked-diseases.,NA,NA,shatakshx,NA,NA,2024-05-09T12:49:23Z,https://github.com/shatakshx/Gut-microbiome-Variations-and-linked-diseases.,NA,NA,0,GitHub,Specialized analysis,NA
Analyzing-Resistance-in-Microbiomes-from-different-Diets,AMR resistant in microbiome in vegetarian vs omnivores diet,NA,sal2012,NA,NA,2024-05-06T01:03:28Z,https://github.com/sal2012/Analyzing-Resistance-in-Microbiomes-from-different-Diets,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Orpheus,R utilities for microbiome data in the ECHO project,NA,jwdebelius,NA,HTML,2024-05-24T13:44:37Z,https://github.com/jwdebelius/Orpheus,NA,NA,0,GitHub,Metagenomics and community analysis,NA
